Run,NF,fb,xb1,xb2,xb3,xb4,xb5,xb6,xb7,xb8,xb9,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30
11,58998,9.825751323688792e-11,-6.299373996184424e-07,-2.8908389308272538e-06,-6.3565154963093165e-06,3.5322247860975474e-06,-2.04757841965528e-06,-1.695803227449948e-06,1.565795803048919e-05,1.2425324006490629e-06,-4.996522402287829e-06,1.7823112488901334e-06,1.3623579054101438e-05,2.079640209445607e-06,-5.602687635039362e-07,-1.186262182400685e-05,1.3202842005508087e-05,-3.760650960568079e-06,1.6319874587155055e-06,-2.7611839232516818e-05,1.9173135586280712e-05,-6.281516509317294e-07,3.999356054546466e-06,-2.6474560889164206e-06,1.1457611845511487e-05,-4.806271343511639e-06,9.474049588349111e-07,-1.133909325967471e-06,1.4532833565187607e-05,-4.768226133037657e-06,-2.055019622623442e-05,-6.838484572933778e-06
12,58043,9.709755222075955e-11,-2.277120399079827e-06,2.446026466736661e-06,2.9341971721626516e-06,8.524335473738776e-06,1.8354749817736494e-06,3.64907065850013e-06,3.2354064378485834e-06,1.2618123479989282e-05,8.658774421947671e-07,-3.741265661242249e-06,1.6238570009831026e-06,-5.2103015753427775e-06,2.4496415918690047e-05,3.3707755266491783e-06,5.768477081683082e-06,-2.194972348395825e-05,3.2990498355354584e-06,-2.8046081045312006e-06,-1.0914434304725498e-05,-8.191033604218844e-06,1.2944257341783835e-05,-4.75621280003055e-06,3.4563636596335163e-06,2.317291260419997e-06,-1.5751153955556496e-05,-1.5091107674591152e-05,8.573672106916502e-06,-8.090166402221895e-06,-9.15392712541672e-08,-1.8810474246195128e-05
13,66888,8.817380159342747e-11,1.927841571325694e-06,-3.913155734592367e-07,-3.235602801737661e-06,-8.80079033210674e-06,4.311231824298624e-06,2.893823633734246e-06,-2.431476973360759e-06,-8.649397479561165e-06,-2.1959311709140805e-06,1.5715906642071838e-05,3.887082988667536e-06,1.2773249954913568e-05,-1.0381612763088784e-07,2.0500708090213634e-06,3.508901437510303e-06,1.3997848404501656e-06,2.404650618522463e-07,-2.623640637775917e-06,1.778171932258965e-05,8.807452205304888e-06,-1.448972460394079e-05,1.168047137418214e-06,-5.252680181180998e-06,-3.1863970496567244e-07,-2.3119919031677288e-05,-1.5747274899247585e-05,-1.4025976743231191e-05,-2.8651873613978187e-06,3.591451016487998e-07,-2.4993119225257796e-05
14,62575,9.592382443912584e-11,-2.3533724224453736e-06,-3.3025100958048228e-06,7.594112872506076e-06,-9.41847455179326e-06,2.600276337235784e-06,-1.0007559913492243e-05,-6.1220160962073655e-06,2.3019445941512535e-06,-6.458422711599973e-06,-2.1089029480990833e-06,9.617575493200132e-08,-9.389348069002632e-06,3.7737180139987014e-06,1.469301758322178e-05,-3.270212159551865e-06,-1.8808062049545849e-06,-1.7083763423071091e-06,-1.2001436359117189e-05,-5.161279978848906e-06,-3.6482682613832268e-06,-8.951849248651589e-07,-7.409876551957764e-07,6.6223352602774e-06,-1.6904018850123132e-06,1.793616701205773e-05,3.054929349021526e-05,1.2479975016011854e-05,1.5030252101951973e-05,-1.3285058833328789e-05,9.623367179108606e-06
15,59764,8.249623206779688e-11,5.282508496863067e-06,2.0800858198728557e-07,6.2157248121024345e-06,-4.007307318390591e-06,2.577625051562621e-06,-6.074945732433935e-06,-1.1161255437879038e-05,1.95464772792807e-06,1.6383268342879325e-06,8.262358566024931e-07,-9.170222586091437e-07,4.187985181864717e-06,-7.883659228606913e-06,7.09608251547217e-06,-1.4674613787618187e-06,-1.0276814357716994e-05,-1.6950171326954202e-05,-4.201519091163917e-06,1.9555030695770238e-05,3.0002106171280493e-06,-2.023792234873861e-05,-4.414781585901567e-06,5.040586939523764e-06,-8.57833969660824e-06,-5.471308535005193e-06,-6.446615214077267e-06,-1.464292541015522e-05,1.9932406302046652e-06,-1.15480185378295e-06,-8.499711641294282e-06
16,61668,9.236356124375789e-11,4.0981588349799e-06,-4.237546858450998e-06,-5.506181154967491e-06,1.3075467416554508e-06,1.2959106331402353e-06,5.2246043142266585e-06,6.201885397895721e-06,-6.436212339185392e-06,2.4321428590772275e-06,-1.2910456266133328e-05,-1.0322245074498429e-05,1.1560481544253268e-05,-3.2146107422780774e-06,-1.1162531094107598e-05,-4.7622735826788616e-06,3.6646133690399572e-06,1.618457292290179e-05,7.021338796876646e-06,1.2003275904138939e-06,-1.556556418410902e-05,2.956616668836604e-06,1.7799757992372045e-05,-3.537982176105218e-06,1.3126071004815098e-05,-1.6488512462078305e-06,4.626035741876281e-06,-5.095381972084705e-06,1.1294141759025997e-05,-2.0103151306476815e-05,1.5568528243654254e-05
17,63917,9.840206427469411e-11,4.2281615992086875e-06,1.3489303370681617e-06,1.3163146704958748e-07,-1.005955249379558e-06,3.9504554182564794e-06,-4.0074828508909436e-06,1.271852033730435e-05,3.718074164802322e-06,-6.241947796962472e-06,5.37461668521861e-06,7.012927783844759e-06,3.146490806297517e-06,-7.462285285083577e-06,6.036785572039438e-06,1.6176710216488937e-05,1.0190585530801612e-05,3.6301840070896717e-06,-1.3183241024360222e-05,-1.0982766625862086e-06,-4.262712833337964e-06,1.2175034878658136e-05,-7.445374542514964e-06,-8.259725028541693e-06,2.1109706466065495e-05,6.583858086481169e-06,-1.0705277989960315e-06,1.1620425366858536e-05,2.271394393228589e-05,-1.0027905592501235e-05,3.0431909823050097e-05
18,60425,9.61638546570498e-11,4.137609820540972e-06,1.575143615025814e-06,3.728834859722587e-06,8.384143134337763e-06,-6.120490411471089e-06,-8.575800212117696e-07,-4.4088836932964195e-06,2.1721554212752494e-06,-6.78146385352157e-06,-3.7968755388023867e-06,1.2932927844067417e-05,-6.0666016253399126e-06,5.576475581685347e-06,1.0935061806574045e-06,-1.5259894281649564e-05,1.2401003494036764e-05,3.6413372194591755e-07,6.025985174127926e-06,-6.7250994704981555e-06,1.9946558160578028e-05,1.129010238585651e-06,-7.843348459700506e-06,6.963413307652975e-06,2.057743162178738e-05,-2.9101260327386382e-05,-2.1227933375982358e-06,3.069336804137857e-06,2.1760949281586624e-06,4.032322055900864e-06,1.2075052130264219e-05
19,62374,9.867850980782578e-11,-1.297834600097046e-06,-6.867197281702348e-06,4.794198558769236e-06,-4.760214490095163e-06,-8.693578184788851e-07,4.375419795602774e-06,-3.5023628685531304e-06,-9.638941528495974e-06,-1.63538539830071e-06,-8.787999000097978e-06,3.7751119749336443e-06,1.767580200111082e-05,3.6239294575058834e-06,1.9129142840857157e-05,-4.183216992226459e-06,3.011184122371689e-06,-5.527557639455466e-06,1.431422392561448e-06,-6.122224015982098e-06,-1.0421603149424225e-05,2.9169813012919765e-06,-1.0933544610456127e-05,2.5823269719626533e-05,-1.0602321078257007e-05,-4.827710070614265e-06,1.4808915524106428e-05,7.096556106247768e-06,1.3793878318884432e-05,-1.662020353458836e-05,3.724409680632314e-07
20,63379,9.820255719716897e-11,-2.957459267933227e-06,-4.897283831433e-06,1.6255175825034482e-06,1.1936533634110418e-06,1.0634187403490374e-06,-4.957476239387249e-06,-2.093512664964051e-06,3.3475264977830917e-07,-8.411881503950978e-07,1.1556838789395386e-05,-6.749142988626106e-06,1.097613456694465e-05,7.029672877004242e-06,-8.858844883232641e-06,1.306097268215263e-05,-9.007148661635028e-06,-4.18447622713722e-06,2.38014950955366e-05,1.295939286720351e-05,4.8334376867158494e-06,1.5663853801287675e-05,-1.7515676574047998e-06,7.428264685313425e-06,1.6262908550825805e-05,9.48127647356674e-07,1.2869045538621822e-05,2.424520365484893e-05,-2.5419640310319755e-06,4.564040913645612e-06,-2.2864390732528157e-05
21,59027,8.66376970165561e-11,-1.1608275768113077e-06,2.0521413162978157e-06,-3.945256528278011e-06,5.210038884123549e-06,-1.7953713870399692e-06,1.0834516762569915e-05,-1.5573069976705479e-06,1.1752148086046711e-06,-6.219035924313687e-06,-8.386579180545287e-07,2.906113694758735e-06,8.96823293436463e-06,4.219405197821475e-08,3.598452824663544e-07,-8.247858937140208e-06,1.78488023708724e-06,-5.461010000613375e-06,2.042194630710669e-05,1.1916720000504468e-05,4.24583888899955e-06,9.983456506060759e-06,2.1500639723704127e-06,8.313101955567913e-06,1.0638887809553012e-05,-1.842305149938472e-05,2.209185794623977e-05,-1.0832252997766987e-05,-2.85999869097522e-05,-3.46640862147034e-06,-1.4094018112630068e-05
22,58539,9.065936890095827e-11,-1.7636199525744284e-06,3.687222871105671e-06,5.841910494031111e-06,-2.625035168693137e-06,2.72113011917118e-06,1.046387227354387e-05,1.0489801852789399e-06,-4.993710589193167e-07,7.233011713544255e-07,9.871985709677961e-06,3.057524433067571e-06,9.185653092107752e-06,9.443168941487951e-06,-3.010087550364968e-06,5.165287914672318e-06,2.8579797856966976e-06,3.1443996314494704e-06,2.7916694329859065e-06,-7.281084505115375e-06,-8.657678504842668e-06,2.4668761493670497e-05,-8.102825730067258e-06,-1.981777282734719e-05,3.0487910281553386e-05,-1.1353048446708774e-05,-4.101258655764342e-06,-5.435836066526843e-06,2.6810655978958967e-06,4.2791138236850736e-06,1.3738448564174065e-05
23,66235,9.898570851873956e-11,-2.3437661384929305e-06,3.4595304958118623e-06,4.016214036827484e-06,-5.385094083039673e-07,1.4616267608831392e-06,-7.141136225827728e-06,1.968747875990607e-06,-1.7311938885287767e-06,-3.7153626476520347e-06,-1.730067917062197e-07,-5.326212905879161e-06,4.397294034966489e-06,9.480330386337224e-07,-1.6458239754087024e-05,-1.550206824320496e-05,-1.1709769585067518e-05,-1.8113356173167383e-05,-1.1636080346554674e-06,1.2190254896464614e-05,-1.9493165017799685e-05,-7.430162116251523e-06,-2.149384617040778e-05,-2.5111882503692726e-06,4.21187514467723e-06,4.751339200675912e-06,9.883423064699037e-06,1.8082748591719846e-05,-2.4215588221554152e-05,-1.458680960374241e-05,1.0657607098100954e-05
24,63454,9.483691609801781e-11,-3.3565834102593335e-06,1.026759088269128e-05,-5.922962904999671e-06,-1.5527452914830384e-06,2.4650218572843465e-06,-8.732023762626798e-06,1.7282619726913878e-06,-1.0660779512750837e-06,-6.241072981611192e-06,-3.863765450370236e-06,5.786368247419556e-07,-1.923456402983936e-06,-1.1561935864697925e-05,-2.632592299691682e-07,-3.5450757083274178e-06,-9.211574794377433e-06,9.765602983481504e-06,-2.1248437401048456e-05,1.9395160299750063e-06,1.4845428442241853e-05,-7.333884248866182e-06,-5.466537399739009e-06,-9.569089542087926e-06,1.2021041836099369e-05,-1.3201354161330133e-05,5.795294489244973e-06,9.129521653600614e-06,-1.4606734973919382e-05,3.5531072161943947e-06,-6.178611937003184e-07
25,64091,9.365475062139694e-11,1.3294804486608783e-06,3.13277059725395e-06,3.87789918163828e-06,6.418437593194534e-06,-1.9018525556425138e-06,-9.608816920648212e-06,-7.807104473417915e-06,1.1894929528318728e-07,-2.0663946435113584e-06,-6.490122092611227e-06,1.6614611684930052e-06,-3.516396713672634e-06,2.685124057300774e-06,-2.098353223836664e-06,-9.95268639919067e-06,2.5781078876798586e-06,-4.759007251220267e-06,1.7878769495405336e-05,1.4434048439706296e-05,-1.1415414768162776e-05,-1.53997116225733e-05,1.029262881495309e-05,1.2385115242264952e-05,2.246662303416784e-05,-2.4689604861509526e-05,-1.939971135303047e-05,6.667831162631763e-06,5.507527731888964e-06,3.6428524060598232e-06,-8.833054295594688e-06
26,65430,9.765932507121988e-11,-3.105390386168627e-06,8.476151118681457e-07,1.8294910185874422e-06,6.40364135242543e-06,-3.928121133813965e-06,2.9244020185232227e-06,-1.0210917763224488e-05,4.044095479977668e-06,7.732990694154621e-06,1.16401073960147e-06,-1.5418329105107326e-05,5.333091932328703e-06,-7.708311103131752e-06,-3.839154941989112e-06,3.816060092139542e-06,-2.6425803582087623e-07,-5.709278998282526e-06,5.015144148741258e-06,-3.6045134686036144e-06,2.016179799766616e-06,-1.2857876364061893e-05,1.3709388079755965e-05,2.3193311841419657e-05,-2.280739824775837e-05,8.51249338786797e-06,6.2812914634760685e-06,-2.9160945157649966e-05,3.30929123676288e-06,-7.783698220889675e-06,-1.6756730681707885e-05
27,67013,8.723755051676108e-11,-3.2349333305329215e-07,-3.240825971938416e-06,-2.538787655958919e-06,1.2381463649588516e-06,-2.3310061127714077e-06,3.8091606196711638e-06,-3.2729900173690374e-06,8.936663622977321e-06,2.5391265471313454e-06,3.970109044294415e-06,5.566776584053791e-06,-8.329801462508508e-06,-4.388228614990777e-06,4.177431108920539e-06,4.117557092131142e-06,1.5122564174022882e-06,-1.1676256614168182e-05,-8.679144790434575e-06,8.930213380178162e-06,-4.042228625354569e-06,-2.2780708213118442e-05,1.3338101999191218e-05,3.987038858330268e-06,1.5464543380643825e-05,1.5079087977228505e-05,2.805528070952834e-05,4.112299854039531e-06,6.2336109428317415e-06,8.004047575607545e-06,-3.0299043526053044e-05
28,60661,9.778056142550895e-11,1.4200154657672785e-06,7.260060620523357e-06,-5.521527950560382e-06,3.980552709274396e-06,8.00283130897285e-06,3.007138960269062e-06,5.023985705275902e-06,-1.0554824490413166e-05,2.338446199605327e-06,-1.0355676830935934e-06,8.669383329210084e-06,6.814967532572357e-06,1.3629466667273504e-06,-1.597938006204045e-05,9.368056340222163e-06,-2.9263142231865877e-06,-1.5748401890166016e-06,2.1441879908578766e-05,2.724225735122075e-06,-1.0546505978732e-05,-8.41930167326412e-06,4.541823134299212e-06,-1.1179525674529097e-05,-1.1506390214812895e-05,1.7363700277817562e-09,-2.7202663916081564e-05,3.116113351072305e-06,-2.58894701824509e-06,-1.3583054648326312e-05,6.380392524147654e-06
29,59507,9.777112452979964e-11,-2.7993744261183195e-07,7.056617400104327e-06,5.785723069681007e-06,-7.189795467269977e-07,-9.13602947179101e-06,2.3746119049269082e-06,1.1497668517622059e-05,-8.637706457655639e-06,1.6689052583316473e-06,-3.004869596793432e-06,-1.326875058059681e-06,-3.7628708511269476e-06,9.353256713757396e-06,-3.5400855102394634e-06,-1.3612677994618728e-05,-2.7628796323946115e-06,6.906628543793285e-06,-1.3243497879964532e-05,8.191004859955591e-06,1.170458836224926e-05,1.700404161791017e-06,6.176655401156506e-06,1.4437374658080179e-06,-3.884990831664419e-06,1.7796232230540313e-05,-3.257745576027966e-05,1.3841611313799171e-05,7.973931623914474e-06,1.8148750610242961e-06,3.940302168398475e-06
30,65052,6.849287803589732e-11,-3.0609858432959355e-06,-3.889358403801303e-06,1.8077250884659029e-06,-1.3596321452957599e-06,1.5451725620170434e-06,-9.491002231815201e-06,-1.6681840177705804e-05,-7.346880583266241e-06,-2.215621304976186e-06,4.307034667599779e-06,-9.170414330195386e-06,7.083003235472714e-07,5.5175895035169205e-06,-3.4039765050995896e-06,-1.8039383950401911e-06,-5.811187799157026e-07,-3.542670695602211e-06,2.022076405013703e-06,6.986947951518433e-06,7.250261187794588e-06,-1.3791945084064614e-05,2.4282848574633293e-07,5.383057643576481e-06,1.1148384196370217e-05,-2.0350149278097655e-05,1.3610997879085197e-06,3.884013720201753e-06,4.652455054687529e-06,5.233593481170278e-06,-7.013492398420637e-06

Success,30/30,100.00%
Mean NF ,62574.60
Std NF ,3190.05
per sd ,5.10 %
