Run,NF,fb,xb1,xb2,xb3,xb4,xb5,xb6,xb7,xb8,xb9,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xb33,xb34,xb35,xb36,xb37,xb38,xb39,xb40,xb41,xb42,xb43,xb44,xb45,xb46,xb47,xb48,xb49,xb50
11,121639,9.652767474221946e-11,-2.3097202141903594e-12,-2.4546297882751175e-11,-2.799564225010946e-11,3.1323981205962314e-13,-1.276216280844315e-11,-3.8191432640956994e-11,-2.053766993188625e-11,9.437783737641137e-12,2.771857961281214e-12,1.0141663484443935e-11,4.723296306118604e-11,-2.128803993188087e-11,-2.3013350725406467e-11,1.490760082886769e-11,3.2014191876959033e-11,3.204206820358366e-11,-2.7664627298776235e-11,3.3845749848112056e-11,-1.055826050438103e-11,5.072561371977521e-11,-3.34520605230733e-11,-2.667927086879569e-12,3.3415952839964717e-11,2.1018073306280658e-12,-6.468322334846882e-12,-1.6440044636667466e-11,1.6221650664596653e-11,-1.2128709794790931e-11,2.2073067857233035e-11,2.5602247496844108e-11,-2.506053451039227e-11,4.717582836319434e-12,1.567696601958031e-12,-2.2500395748572917e-11,3.937253680619345e-12,-1.3514415418767266e-11,3.1360154346552782e-12,-2.578034022434433e-11,1.300627125909033e-11,3.569443991951897e-11,1.8452100224496323e-11,-4.9433215544523277e-11,3.799560749113558e-11,2.1430641518283234e-11,-1.812021393547308e-11,-3.8081421172373633e-11,1.4211643694643402e-11,-7.411072899627367e-13,-8.273181001914288e-12,-3.2804785052602414e-11
12,122693,9.929523869800505e-11,-2.2507830944533142e-11,2.520793630525521e-13,-8.381622411331577e-12,-1.3541993174126835e-11,-2.505662929568837e-12,-2.887605274252796e-11,6.433011663123551e-12,-1.1068593322031406e-11,4.734859077326769e-13,-3.1991592430541976e-11,1.3743111727467568e-11,-7.830870271565969e-12,-2.0332458245996134e-11,9.740611065348746e-12,7.499391164674888e-11,-3.6281182659840954e-11,-4.599449013258193e-12,2.771096150015324e-12,-1.5013190087231874e-11,-7.382383505826558e-12,-2.124475075468415e-12,2.152042112246858e-12,-5.1566576441795657e-11,2.970865867292425e-11,-3.603464569560411e-11,-7.101199352312473e-12,1.6666236353487008e-11,1.6108423222260785e-11,1.5789656231677615e-11,7.749080516854669e-12,-4.418320376074756e-11,2.8085464434199804e-11,2.3545606553330123e-12,-1.1102633654960895e-11,-1.3713106647443549e-11,2.2522508484265397e-11,-5.539712245423544e-12,-9.217350029746481e-12,1.4588153858046946e-11,6.884795783377079e-11,1.2138151143233847e-11,-9.041597618831967e-12,3.9773050556785247e-11,-3.59583808708069e-12,-4.0055248802668445e-11,2.545788351751371e-11,8.572132355463787e-12,-1.8932579255099136e-11,-1.4337530029886732e-13,3.3572995180331445e-11
13,122450,9.912826115510143e-11,1.4470538917126103e-11,1.5822665226201903e-11,-1.6479818099658606e-11,-1.8604096959303766e-11,-3.6969357814309175e-12,-4.234573808195206e-12,2.186951492687986e-11,-2.344466629299979e-11,1.1162330492260874e-11,9.540606406251019e-11,-8.946740113660346e-12,-2.432749509803032e-11,-3.3745885996845123e-11,-9.681577575995526e-12,1.1157562055764481e-11,3.1567943845242633e-11,1.1720004242949644e-11,-2.0285771842369045e-11,2.522146920199227e-12,-1.5772984191433183e-11,-1.279590167862363e-12,-2.172068773552089e-11,2.327569702463084e-11,2.9912496731442227e-13,-2.886282770673094e-11,-1.838493337489049e-11,-2.378022568999066e-11,-5.560249862371292e-11,1.4307552343208481e-11,-2.100211606662662e-11,1.7787226889795915e-11,1.8265327008053365e-11,-3.823406747487742e-11,1.1336023127339093e-11,-6.927633442250317e-12,-4.643727105586341e-12,1.2957963561463856e-11,-1.8301262523569117e-12,-4.5834283895888944e-11,1.2719206706496554e-11,1.9757722283422756e-13,1.2119535432622875e-11,-9.86555642094314e-12,1.7455079501161526e-11,-2.2918926966464302e-11,2.4172492998448878e-11,4.0141601113467276e-11,3.0213128875850783e-11,1.7833406302885965e-12,9.783586708204627e-12
14,121481,9.271916567854532e-11,2.9607706732749553e-13,-1.6019878522043392e-11,1.6383073167396498e-12,-1.0349156635999617e-12,1.3665143411058375e-11,-6.323041181490499e-11,-1.961450907033455e-12,1.2333788129021364e-11,1.5738891933721587e-11,-7.195506654151884e-12,-1.5336641277272507e-11,1.5058349024293136e-11,-2.1774882101322013e-11,5.414079686674783e-11,2.27664032484552e-12,-8.129795753066257e-12,2.0438696370834868e-11,-3.0439632389063956e-11,-2.183892748690209e-11,-2.99419620692982e-12,2.344990397743353e-11,1.730613326363142e-11,5.1102855676245215e-12,-3.079084358066812e-11,3.343142348584379e-11,3.329938862555066e-11,-5.86401327599286e-11,-7.585070100486086e-12,4.041558595559621e-11,1.4146396266896472e-11,-3.995211286981225e-11,6.043556454606177e-12,-2.1745994582858737e-11,-7.012776694097821e-12,9.271147052381167e-12,-2.655258194108296e-12,-1.3516737722903309e-11,-3.388435177937644e-11,2.9496051874529416e-12,-4.5622847689340575e-11,-1.2862698614495137e-11,-1.2863176078149633e-12,-1.6955176436067107e-11,8.732158318869832e-13,3.2325084897510128e-12,-8.424521978156875e-12,6.681426045867761e-12,1.1735351468650254e-11,1.3750979547394855e-11,1.5416599626060414e-11
15,120288,9.762546326896882e-11,2.944975643291378e-11,1.9249725708836817e-11,-8.803675641790255e-12,-1.1074655304017485e-11,3.0247406501449315e-11,2.144598430724551e-11,1.3880645257080521e-11,-2.1222710625236986e-11,2.5244422574216937e-11,-2.279944233317985e-11,8.837204010376428e-12,1.0914022264905819e-11,3.932256609145418e-11,-2.1110012470463438e-11,-2.1522813696436748e-11,1.8283164634687013e-11,1.560380269979159e-11,6.1751972414402815e-12,-2.899950015110413e-12,-7.642435776734834e-12,-1.6204396953452354e-11,-7.911859702798894e-13,5.537159478942818e-12,-6.912570038977981e-12,-3.6680094942370636e-11,-1.8489364672598955e-11,-1.8849735279825017e-11,1.8416027755789656e-12,1.3350236856549342e-11,5.95267606588507e-11,2.97421943533407e-14,2.907828271474761e-12,3.366323348602092e-11,6.976116235644491e-12,-4.403953538427655e-11,3.0988501929371334e-11,4.542960686841816e-11,-2.1616062674276545e-11,7.335127203001036e-12,3.790965612470621e-11,-4.640044797108303e-11,1.4379948326256356e-11,-1.8476042781039014e-11,-3.818026588797478e-11,3.3070770466133065e-11,-1.92782675516955e-11,2.3177078820533665e-11,-1.880601044416176e-11,2.2418150555222515e-12,3.306780404024677e-11
16,122613,9.474421247546161e-11,2.8150612895730006e-11,4.0071398941873875e-12,1.488653459232091e-11,4.30536990793794e-13,8.711548917753791e-12,-5.613621713758551e-12,1.6854511045250804e-11,2.9344838263535627e-11,1.1705826214481324e-11,6.36389280819585e-13,-3.1287706164295844e-11,-4.174830834242901e-11,-9.538414264560609e-12,1.2072343086943492e-11,-1.4760354893131283e-11,3.467278094799057e-11,1.9060457848529193e-11,4.289622437181881e-11,3.1937592171313914e-11,-1.4380065305448906e-11,2.7739441463266418e-11,1.3175673928174029e-11,-3.4863557199992243e-13,-1.679334436930537e-11,-1.6221501892247564e-11,1.5662407622891724e-11,-1.4774223437894513e-11,4.991593940670244e-11,1.643920013733394e-11,-3.975173232599252e-11,3.372839304557038e-11,-1.1363030169736765e-11,1.7067489608692997e-11,2.563925750390255e-11,1.460592667541382e-11,-1.504425513195832e-11,-4.474448966980288e-11,1.5736169074552426e-11,1.423816478450759e-11,2.311364980974477e-11,-3.5188751537785898e-12,5.263148929987818e-11,4.1304001788422915e-12,1.0379631178982127e-11,1.5983122073527695e-11,1.9735856241814452e-13,8.33056768158377e-12,1.7511987278699217e-11,-4.2792933515493796e-11,-2.2699286512043425e-11
17,121783,9.60800328186906e-11,3.1364770615951793e-11,1.8118591859404544e-11,6.703336707090796e-12,-9.539299480960207e-12,-1.4886102669023536e-11,3.080107702319698e-11,4.82250665472451e-12,4.29197051024292e-11,3.8524038954349985e-12,2.936743279989818e-11,3.308474801531308e-12,-3.6877975058973383e-11,1.3542325468792977e-11,-9.403574761125429e-12,-9.597407045610742e-12,1.7693567592727994e-11,2.901861495010622e-11,8.268539271633306e-12,4.0477770530460126e-11,1.928599761423019e-11,2.486344597308873e-11,4.6421105142549694e-11,-3.310758694009799e-11,-1.7538281310814286e-11,-8.387776852444972e-12,-8.34619318599851e-12,-2.6863545045951417e-11,-1.372257008771099e-11,-1.805958560257858e-11,-2.259884468852272e-11,4.3850805478499145e-12,-1.3557227015919121e-11,-2.0640880201981298e-11,-2.359023732728271e-12,-9.217905905012783e-12,-4.279542201395335e-12,-9.911265212695668e-12,4.632044267042118e-12,1.9975314481681334e-11,-2.4167183333743423e-12,-1.9596524894171336e-11,-4.240146357464147e-11,1.4623978633858525e-11,-4.906842381799822e-11,1.943867410296454e-11,-4.5689364990389235e-11,-1.0234230481050425e-11,-1.6437801121104312e-11,-2.9843600823988375e-11,5.154607542069051e-11
18,119872,9.950484880505428e-11,-2.7517457543927073e-11,-1.2120002381431056e-11,-1.057741064329373e-11,4.0997254232135785e-11,3.555717442849318e-11,5.763384107560537e-12,3.5705740147333037e-12,-1.6622085706153534e-11,2.2761728818655805e-11,1.7181652968144884e-11,5.446636439663297e-12,1.630565522680405e-11,-1.4717199586631308e-11,-1.4150097331381768e-11,-3.679017378281679e-11,-1.139174291181431e-12,5.6928675062608404e-11,2.2662010686836445e-11,2.253315772847486e-11,-1.084651302176541e-11,-3.165183915211798e-11,6.988383689393947e-12,4.2817653783058136e-11,-4.727407722773182e-11,-3.1569791603665764e-11,-2.3848543249204722e-11,-2.8622022833460643e-12,-5.209928089167231e-12,-3.98097896568581e-11,-1.0936526122002408e-11,3.0338392525714933e-11,1.5137884723855083e-11,-5.486692641316522e-11,1.6505095751503508e-11,1.0605550494457079e-11,1.387640720590179e-11,-3.489483080952856e-11,-1.7332841802603246e-11,-3.108140389009694e-11,-2.8867845897481377e-13,-3.792401678243775e-11,-2.0757811472195755e-12,5.565986867399058e-13,-6.243951201271204e-12,-4.989912706553117e-12,-2.189517571050133e-12,-3.021864074871897e-11,3.4535251689532016e-11,1.1247570330168214e-11,-2.9075661209523977e-12
19,121189,9.25166609988537e-11,-2.4880759955438393e-12,6.919409039618263e-12,-1.0276118967317623e-12,-2.8240608567442294e-11,7.465206503234496e-12,2.8457320598412555e-11,-9.842751505804033e-13,-2.1011384921913444e-11,1.0154420132084967e-12,1.154952768241512e-12,-1.406367749061102e-11,-2.378794971047016e-11,-2.6731061767740593e-11,7.370900908154714e-12,3.3467161894271265e-11,-1.5356933774866194e-11,-4.674192675572548e-11,3.1018393769782876e-11,1.3498959166513983e-11,-2.2393693035868237e-11,-9.764545829550797e-12,-2.5568533390822465e-12,-2.4507776414834664e-11,2.3984828733394183e-11,1.496766929329387e-11,-4.971973908030806e-12,2.3039025656656726e-11,-1.9897685996283777e-11,-5.84856200469832e-11,1.7941468842401417e-11,-1.505157540179853e-11,4.131027030720182e-12,-8.038456600066255e-12,5.855367404873046e-12,-2.5698017849154554e-11,2.216700139108091e-11,-3.7139609502580646e-11,3.647449375871981e-11,5.422708997546727e-13,4.10603811913951e-11,3.0921544636502435e-11,4.042313163309582e-12,3.438854053133079e-11,-1.951727521642259e-11,-5.431180674637952e-12,-4.256673030587664e-11,8.504824314008875e-12,1.1304256590944547e-11,-6.550385463296148e-12,-3.403641996375266e-11
20,123728,9.933787126215066e-11,-1.426848897154935e-11,3.6535902990628914e-14,-1.9131009932235488e-12,6.209058137531916e-12,2.4108315609527025e-11,-8.985820024230919e-12,-2.3199669657976434e-11,6.5794618063532925e-12,-4.404281901916192e-13,-1.5849911533677088e-11,1.8860051782645613e-11,7.594729941796835e-11,3.21613471401357e-11,2.30310612144995e-11,-4.200047852826767e-11,4.504431552375723e-11,-3.321707607588461e-11,2.2148642415776894e-11,-9.826629402518474e-12,1.2662426157719021e-11,-1.678644576420111e-11,1.2445766395566782e-11,3.925048595501542e-12,-6.665078737770053e-12,2.2563236129903414e-11,2.1042944523261853e-11,3.476956671072991e-11,-1.6327702776404013e-11,1.701555894566395e-11,1.7636734531648688e-13,-1.1879588054994673e-12,3.683345472157253e-11,3.29049367363119e-11,1.6645990429455974e-11,4.8143895064729915e-11,-2.165678704167984e-11,3.1243367021577373e-11,-1.0041588880671656e-11,-1.0477709915826057e-11,-1.5947304509612283e-11,-5.208180801298795e-11,-2.8473466331464e-11,-1.9825669178896237e-12,-5.56111478614104e-12,1.9898003815768074e-11,2.7357459371161514e-11,5.628974041294711e-12,-4.354688977824741e-12,1.513584640095355e-11,2.4931800298264465e-11
21,122548,9.696110581103312e-11,-1.804250570464726e-11,1.4412800645103612e-12,-8.218786372395958e-14,-7.568148419563523e-12,-1.1061279955973692e-11,3.050363003115839e-11,1.0718083883719275e-12,3.216710784003845e-11,3.144987196539211e-11,-2.286337202472498e-11,2.4031431387008294e-11,2.3665390816167432e-11,-1.722733305779507e-11,-5.395517812191692e-12,4.351199128739025e-11,1.7699087114376257e-11,-4.4976937879435775e-11,4.192459706866724e-11,2.226752922380524e-11,-1.4396874748868892e-11,-1.3900194689371412e-11,-1.7542778379745206e-12,2.796704537690507e-11,-1.405572409964393e-11,-1.076201682043333e-11,-1.7105300060018245e-11,-3.505853605811841e-11,1.7173398916806156e-12,-4.163717882826329e-12,-1.2196228625347235e-11,-2.0257241677057862e-11,3.234706813348662e-11,-1.585417402459175e-11,9.55527534465665e-13,-2.294745655870094e-11,-4.3090845425120693e-11,-3.98453269162587e-11,-3.826988600028836e-11,2.916761836965714e-11,-2.312230413777449e-11,-3.8961153115674e-11,5.3047328491960457e-14,4.810079800763945e-12,-1.8765019871344216e-11,3.80155082734609e-11,1.7576082033030875e-11,2.5366663643084105e-11,-2.093843582094446e-11,-1.8122760171775636e-11,2.5878320331002444e-11
22,123645,9.993117444651034e-11,2.025562048742615e-12,-2.001377538386966e-11,-4.710345878794396e-12,4.363604040197612e-11,-2.7290309487507e-11,-9.54135850774505e-12,-4.432799742182213e-12,3.112162834229778e-12,-1.9322512787574604e-11,1.0242423565759988e-11,2.2746722459264557e-11,-1.2043948022139714e-11,1.6825972165055147e-11,-2.931386124025481e-11,-3.820864915896018e-11,-5.978505623932766e-11,2.107246592945739e-12,-8.788106096836436e-12,3.679923391943497e-11,1.1249414061937437e-11,1.6235556270196906e-11,1.5376102499814445e-11,1.2657637098889821e-11,4.0418661787744916e-11,2.9657872925760286e-11,-5.99925674946874e-12,1.5111852345444695e-11,-4.1156133015503976e-11,7.555340168315082e-12,1.0110585397810017e-11,1.0820104700326381e-11,-1.9896603489250224e-11,-8.206281304759906e-13,-2.70643334802535e-11,-2.1375788840125265e-11,-2.7580336762386864e-11,-1.7351821984005276e-11,-4.012322011409696e-11,-2.809784567622019e-11,-1.2706424720735413e-11,-1.0184053585884827e-11,1.91819365879101e-11,-2.7360771791338963e-12,7.64792138511187e-12,-2.6342210659306387e-11,-6.084297435252655e-13,1.8511271084418776e-11,3.5314859136473536e-11,-7.281015445896075e-11,-1.9755482792437806e-11
