Run,NF,fb,xb1,xb2
1,40000,2.3863577780502965e-11,1.7036043036476294,-0.7960804202164342
2,40000,3.948175120171982e-12,0.08984694988802054,-0.7126918266657021
3,40000,8.17681478082477e-11,-1.7035793094906646,0.7960547389570776
4,40000,7.769340726326845e-13,1.7036047024047638,-0.7960683571038785
5,40000,4.318545521186934e-12,-0.08987868832154283,0.7126587846111756
6,40000,3.3795188869589765e-13,1.7035956886254706,-0.7960792043925068
7,40000,1.3078205185479419e-11,0.0898258810845571,-0.7126778136677
8,40000,8.556266806181156e-12,0.08984647150941936,-0.7126564085000264
9,40000,5.0104365101333315e-11,1.7035963602536952,-0.7961041760357535
10,40000,2.0583534876550402e-12,1.7036211033093382,-0.796078005936505
11,40000,1.8680612612342884e-12,-1.7036110213655717,0.7960829076866383
12,40000,7.156497616733759e-13,0.08984552426965137,-0.7126576962869422
13,40000,1.751709888253572e-12,-0.08984068850514278,0.7126618099235614
14,40000,1.0036349529229938e-10,0.0899454084269318,-0.712657881080121
15,40000,4.767297667740422e-13,-0.0898319999753431,0.712651674867183
16,40000,4.8612225356237104e-12,0.08984302294547569,-0.712667946068398
17,40000,1.3373746554634636e-12,-0.08984273468518554,0.7126573397673838
18,40000,3.7053915491469525e-11,-0.08987505566583348,0.7126653953589539
19,40000,1.9095836023552692e-13,-0.09005756023724379,0.7126553361775465
20,40000,7.838174553853605e-14,0.08984795753092131,-0.712655756364078
21,40000,8.055445199772748e-11,-0.08984036564414245,0.7126531781752428
22,40000,7.282840996936102e-12,-0.08984633953270399,0.7126361554393513
23,40000,1.4284129434827264e-12,0.08983242576342393,-0.7126596938809128
24,40000,5.759837051755312e-13,-0.08983257038201013,0.7126589877628399
25,40000,5.4821702732965605e-11,1.7036161348446428,-0.7960694099104607
26,40000,1.2894130207996568e-12,-0.08984327029768058,0.7126556942634925
27,40000,7.94742049947672e-12,-0.08965659647100122,0.7126743752396021
28,40000,9.769962616701378e-13,0.08982151853000894,-0.7126799324379706
29,40000,4.342748383123762e-12,-0.08977556890151489,0.7126400221537378
30,40000,2.4240609519665668e-12,0.08984337252140806,-0.7126566790192571

Status,Full Max runs
