Run,NF,fb,xb1,xb2,xb3,xb4,xb5
1,200000,9.69082781237339e-09,0.0028696750191707448,37.70754679997357,-0.06261289175454088,0.8596741593939988,0.03698007573461887
2,200000,1.3153446917063603e-07,0.003783661307890484,28.478232261307962,0.07165669494594469,0.8593030565692175,0.03693975656071914
3,200000,1.7340960969076296e-05,0.016466488769148198,6.143848269633717,0.15207732750360672,0.856160153445265,0.036641866627186145
4,200000,3.4733664114413026e-07,0.0038170742790908318,28.33230984729678,-0.07217194851537732,0.8596638159503722,0.036971692289783
5,200000,4.241299044905191e-06,0.007844840290145698,13.604092675249605,0.10336483462855783,-0.8581226017013016,0.03679086995982251
6,200000,8.234239098631048e-08,0.0036046206328887134,29.891958557916254,0.06995643597128727,0.8593171806028598,0.03693818436387649
7,200000,4.470718428042938e-06,0.008682470752206052,12.190569004204376,-0.10943923366092471,0.858509133434982,0.036873148695255674
8,200000,2.6206360384424674e-07,0.004081556515744299,26.364554614191842,0.07447603446887252,0.8592421897213152,0.03693920550879481
9,200000,0.00044286471732915686,0.007644036764524535,14.799655046334113,0.09561615143275938,-0.8498821549170508,0.03521952373766131
10,200000,8.335077371835041e-07,0.005159189101409522,20.78959461539874,0.08379334752657884,0.8591097402979182,0.03691721325844318

Status,Full Max runs
