Run,NF,fb,xb1,xb2,xb3,xb4,xb5,xb6,xb7,xb8,xb9,xb10,xb11,xb12,xb13,xb14,xb15,xb16,xb17,xb18,xb19,xb20,xb21,xb22,xb23,xb24,xb25,xb26,xb27,xb28,xb29,xb30,xb31,xb32,xb33,xb34,xb35,xb36,xb37,xb38,xb39,xb40,xb41,xb42,xb43,xb44,xb45,xb46,xb47,xb48,xb49,xb50
22,81870,9.247047572102929e-11,-9.768788060765344e-12,1.4875599997520188e-11,-2.1815513434291167e-11,-8.638338974743943e-12,-1.8488662811037636e-12,2.77113644185159e-12,1.8749523612099277e-11,1.5470036584743143e-11,6.334799146349024e-12,1.905940713281191e-11,1.4282499388448103e-11,2.7894344535100496e-11,-1.6693947156900187e-12,-1.0007142551641275e-11,-4.028152049644506e-11,1.5392466280196204e-12,-4.94287930783586e-11,1.0897788341076323e-11,3.0702708360849536e-11,3.061755425167743e-11,-9.948932331665378e-12,-2.9606398933599133e-11,-4.9719583200525075e-11,-2.15660711824748e-11,1.7156767129982108e-11,1.1613622771387661e-11,1.0242989943014211e-11,-1.899208016759645e-11,2.4591918306501887e-11,-6.0511418216973944e-12,1.854467369226296e-11,-1.2697950628565062e-11,-1.7723235650412013e-11,1.0903357661388793e-11,1.7852207910624424e-11,-7.745972572516311e-12,1.825946995968065e-11,-3.842328868725098e-12,-2.8572138758042913e-11,-2.5394413762252564e-12,1.2194735175151958e-11,-1.0353580470689699e-11,6.196821491748883e-11,-7.79881751539103e-12,2.3658435715960034e-11,-3.539504988116268e-11,-4.426473806636152e-13,-4.9644843180763333e-11,2.856724766397956e-11,2.253633509634756e-11
23,80174,9.729861361051917e-11,-1.6703038994226487e-11,-1.4320506139385856e-11,4.125616973035986e-14,2.6047256746234342e-11,-9.160749061856133e-12,-8.231600833824976e-12,3.2686153631503615e-11,1.2386867854340611e-11,-6.330830249341736e-12,3.061908104142868e-11,-5.0809657237109184e-12,-1.1523021992945124e-11,-2.4732248699717677e-11,1.0601269255809269e-11,6.04435299206375e-12,5.69583577736798e-12,-1.2214724855689873e-11,-3.0069704823116315e-12,8.751777740161776e-12,-3.5265594538387324e-11,-1.730298160756285e-11,1.8126719520173658e-11,2.2079912502564303e-11,3.5329123656899926e-11,-9.93631279461517e-12,7.003931596174708e-11,2.0193270814365476e-11,9.833565093544797e-12,1.4341146688223007e-11,5.3766851788745326e-11,9.390613922961181e-12,3.3707441074446225e-12,9.226831355095678e-12,2.9145377960878537e-11,-4.006472741162779e-11,7.920240459286022e-12,2.624786180448748e-11,-1.0825273349309826e-11,3.822872617622259e-11,-5.282863156843561e-11,-6.155046749581923e-12,-1.66024776232464e-11,3.107873521886763e-11,1.344571334270728e-11,4.714582904892074e-11,-1.139932105364891e-11,1.990648173945554e-11,-1.8859672706574472e-11,1.4806539310497052e-11,-1.123260807878993e-11
24,79220,8.785194793858864e-11,-2.1133244697450133e-11,2.9761883148182515e-12,1.7959057096465086e-11,-6.827526990316876e-12,4.9123657093775326e-11,4.011934281847091e-12,1.691623146631885e-11,1.7184552191287824e-11,2.9286181875677283e-11,3.107806130862057e-11,9.172755105671604e-12,-4.891530967080757e-11,2.1643079200042657e-11,1.0185414596839406e-12,-6.99901171675748e-11,-1.927341854719886e-11,8.824265185776272e-12,1.6990231990264137e-12,-4.778735539523002e-12,-5.388993354551377e-12,-4.2300217613296174e-13,7.692543373846697e-12,-3.4472907958036352e-12,-1.9055645991971017e-11,4.739977570432411e-12,1.8962923691853663e-11,-1.9921973635408774e-11,-1.902907089832491e-11,1.0837192295198584e-11,5.25405492493618e-13,-3.023819860903526e-12,-3.8768299000564854e-11,5.675062522672164e-12,-1.8821850951022586e-11,2.0816351233688293e-11,-1.9181157690401582e-11,5.097896861146572e-12,-3.22954773085275e-11,-1.3977506629667797e-11,-1.1178439937162722e-11,3.3160113658468686e-13,-4.202068949076297e-12,-1.3921002350492306e-11,-1.8471416051213587e-11,3.572648837800571e-11,3.712386080572367e-11,-1.1746938834664143e-11,1.4110184785993172e-11,2.7892260164493362e-11,2.0731496874030908e-12
25,79258,9.989920002340114e-11,-5.442826518291417e-11,3.909222903009859e-11,-9.384698837418668e-12,-1.5915728589353796e-11,-2.0248039169128263e-12,-8.074534495184065e-12,-1.8526011105544247e-11,2.6916486603933842e-11,2.7681349658943086e-11,2.989786745040649e-11,4.4611931561376474e-11,-4.1712633706970505e-11,1.1024156803896336e-11,-4.3117808394558835e-11,-3.4423925185146444e-12,1.7312449501623783e-11,-1.9682340103560334e-11,1.5019135130062143e-11,2.2720656474218294e-11,-1.6619584679956088e-11,3.695866129063038e-12,2.2990963778134537e-11,3.046470865605599e-11,1.4021983335466475e-11,2.4342036722432847e-11,1.8179382493037825e-13,-1.9786231147080625e-11,4.4758030965803575e-11,-9.224700857250044e-15,-2.6342373083979844e-11,2.127712233388292e-11,5.229024046012926e-13,1.329447248661373e-11,4.314219359909443e-11,5.104880928873904e-11,-2.396927037045008e-11,-1.898971204678559e-11,-1.5367652112211996e-11,4.9407656807161845e-12,-2.0992643941850403e-11,-1.5341674899331983e-11,-2.545165447813779e-12,1.0687424380643069e-11,1.5516555853986754e-12,2.96050600937518e-11,-1.280389895717184e-11,-1.6648437877780535e-11,4.337072537025377e-11,-9.274688751190568e-12,2.0109823668713564e-11
26,78972,9.331957429026261e-11,-1.276239319285749e-11,-7.200872887232044e-12,-3.606670445113487e-11,-1.3989476150034242e-11,-2.912388247815757e-11,5.6137975735036816e-12,2.2587098419646e-12,-2.5653148306599022e-12,-1.9170106582144242e-12,4.651195044021975e-12,-6.2078839255463005e-12,2.8362680117428953e-11,9.778465753418836e-12,7.752154687743392e-12,-2.2795787421256803e-11,3.174725862661571e-11,7.950602253284805e-12,2.6543381972349577e-12,-3.358724519971787e-11,-9.33567864307193e-12,-2.3028925158902494e-11,8.321477737429766e-12,7.694551674432922e-12,1.1849041217090226e-11,-2.895073672704266e-11,1.095446473383557e-11,-4.6752206326599056e-11,-5.7106061505149815e-11,-7.220735012416643e-13,-5.42132808175429e-11,4.222625583575334e-12,1.2555805682201592e-12,-2.917091803357163e-11,-1.778269504007709e-11,2.3814002211959506e-11,1.1267356638005973e-11,-3.9438294351590475e-11,-4.914733305159248e-11,-1.8797387984923545e-11,6.073516637427266e-13,1.3827323130933577e-11,3.236916737454737e-11,2.927068659117929e-11,-2.1458582098481046e-11,3.486047512457371e-12,1.5458661525789207e-11,-3.685933417007856e-11,-6.731209927691885e-12,-1.4180680138950187e-11,-3.50179828964171e-12
27,78472,8.911316129456281e-11,-9.835320331182646e-12,-1.9599884018224162e-11,1.2727753159225026e-11,2.0535456986567836e-11,8.72309025594276e-12,-2.7285834373692858e-11,-1.5557859508245783e-11,-3.536032034390416e-11,7.734715608918805e-12,6.698026422343175e-12,1.66119542014331e-11,5.420546707585767e-11,1.6929102757144515e-12,1.9775076525122286e-11,-1.1133783825466375e-11,-1.0871342084393722e-11,-9.61919711191294e-12,1.3635704328924292e-11,-3.571301724489367e-11,1.0844714126217999e-11,-2.768366725524487e-11,9.743820069790375e-12,-5.353599935642649e-12,1.0196315762990358e-11,-4.704857009695517e-11,-3.724284753788041e-11,1.0179748416515765e-11,1.310680597000946e-11,1.2574116926346305e-11,3.622348906124122e-11,1.572945727336385e-11,8.995072757549713e-13,-2.694788751520286e-11,2.892791742948774e-11,-1.0956612289738733e-11,5.449794917061934e-12,1.1285636423619547e-12,-4.338968285949404e-11,9.316784669109556e-12,3.5859571637404924e-11,-4.614969114590676e-12,-1.860557285735587e-11,2.0817593042158923e-11,-1.0850149572972401e-11,8.423690715145305e-12,2.0162768106999437e-11,-3.639147276954307e-11,3.213160132421895e-11,1.912211783338531e-11,-1.1664930403341245e-11
28,80443,9.861667038535415e-11,1.973390500587389e-11,7.075105713932499e-12,2.3355053313824244e-11,7.86642176041662e-11,-4.8238153946654774e-11,-1.037079387305858e-11,-1.5962558803530293e-11,-1.9042137984946398e-11,-1.7456447300924511e-12,-5.088173147627666e-11,-1.084989690571817e-11,-1.9062343993361132e-11,8.83583023195488e-12,-1.9854590298260095e-11,2.212424099092329e-11,2.050717351142219e-11,-1.9794438484605306e-11,3.1012986909181446e-11,1.4442010561110577e-11,4.269825547558353e-12,-2.436032687294687e-11,3.0094901230136854e-11,-3.1195042288404935e-11,1.0767639055134899e-11,4.331287470551786e-11,-1.2996598611185529e-11,3.350524341797269e-11,-3.910423262745431e-11,2.4258549503546238e-11,2.1941703137861082e-12,2.151627005091565e-11,3.537258577623888e-11,-9.61906975926373e-12,1.7411357651326337e-11,-3.750199703949893e-12,7.520526479202887e-12,3.136743601616162e-11,-1.3939664433180317e-12,-1.1375923395216013e-11,-8.190613120514e-12,7.001462578319505e-12,-1.2012620090230237e-11,-2.2795535466359553e-11,2.142340368826134e-11,-2.7290355377545806e-11,2.7479895219278322e-11,1.1840410053648864e-11,2.3304021114186026e-12,8.358524132653131e-12,1.1860905207522359e-12
29,80625,8.54858406285075e-11,1.9032392604176392e-11,-1.6715154314769658e-11,6.24413276334771e-12,3.1847261532662575e-11,1.7501503716479063e-11,-7.393447252929463e-12,-8.166329889933718e-12,5.088977676373489e-11,-3.058358577346659e-11,5.474727462680841e-12,-4.458270537031148e-11,2.8213708219321285e-11,9.577319280038445e-12,-1.9486607760324804e-11,-2.8187826285946674e-13,3.073230916764054e-11,5.594292545426967e-12,-1.9026846252862104e-11,2.0311023667684792e-11,1.2570636803014236e-11,-2.8577929163685233e-11,2.7107428393987863e-11,6.173550505148627e-12,-1.3091828118758812e-11,-2.5020772283578437e-11,-3.045808141157027e-12,-2.9547955379097563e-12,1.3427617951945589e-11,2.3221776780082024e-11,-2.2713706701320212e-11,-1.7017913189598356e-11,-2.1453183935268374e-11,3.161875050647614e-11,7.81585050607333e-12,8.221980610422855e-12,-3.906149432991278e-11,2.368224154084989e-12,1.2889063182296702e-11,-2.5773676259655033e-11,6.22926211088005e-12,-2.3490871624706806e-11,-7.782371462135617e-12,1.459684991519238e-11,-1.518660082581721e-11,-1.9944570315135004e-11,3.223286752637334e-11,-2.5181023031967367e-11,-1.5441538514236748e-11,1.788851565993656e-11,1.977195151264945e-11
30,77285,9.835376957312292e-11,2.154965700129669e-11,-6.887394144295053e-12,2.4439267557233585e-11,7.689325507107527e-12,-2.645128629676233e-11,-1.9667244656268726e-11,9.5254054504729e-12,-1.9590962153833997e-11,-8.61347951395317e-11,-1.4833780738936048e-11,-4.571862122010952e-12,-2.173548278218745e-11,2.6692133799926527e-11,1.4692167337373703e-12,1.1028493427674766e-11,1.0278827494888674e-11,2.058654387218634e-12,-2.9127071793149617e-11,-1.1982180668524626e-11,1.2224866954315913e-11,1.6698936760966877e-11,3.109911765662121e-11,1.0863441000469609e-11,-2.6585990441115747e-11,-2.9799538325704985e-11,9.994254009918018e-12,-3.762988561731113e-11,3.96039705360711e-11,-3.2451699748716716e-11,4.330708207055416e-12,-1.0575844135988547e-12,-9.226224014282425e-12,3.243242030879522e-11,2.9250160645781424e-12,4.588951174887975e-11,8.619203881580576e-12,3.3470402374084588e-12,9.497475923791692e-13,3.2864812892482485e-12,-2.451134747565891e-12,-1.0132833218510957e-11,-1.7205015424472603e-11,-1.57093070284943e-11,-5.227302336152586e-11,-2.666074462835269e-11,-1.9186217831920265e-11,-3.586561066911015e-11,-2.2897632901535202e-11,-1.0369445099414303e-11,2.081228250932478e-11
31,78680,9.426104341514474e-11,-1.3662561494299349e-11,-4.432090365199616e-12,-5.064896126316921e-11,1.3727731417102809e-13,1.1422164316056235e-11,3.987100254199596e-12,3.1505013531137014e-11,9.229893754717817e-12,-1.538822601756605e-11,1.2911301452893242e-11,1.1907865155261346e-11,-5.630886686659212e-11,1.6641545862864932e-11,-5.709548313887962e-12,1.895247883060145e-11,-2.3150014960969723e-14,-1.0752305886463976e-12,3.5055311782808034e-11,1.920471339937131e-11,-2.85516904003682e-11,-1.8020836923662834e-12,9.220821328517618e-12,-4.47457749242788e-12,3.3472661737540335e-11,3.747595924795929e-11,-1.935387416384816e-11,2.075295837380621e-11,-3.8131170399323174e-12,-1.4683064929518922e-11,2.198222070656326e-12,1.3538792289152877e-11,-4.017160453574548e-12,-2.8034354925693092e-11,-2.1149026968473097e-11,-2.6005427598894382e-11,-4.9421653199165957e-11,3.0080859509681196e-11,1.3667411043252272e-11,2.465518421608919e-11,-7.385761030854474e-12,-8.792666173211907e-12,-6.29697981200901e-12,4.601086341039951e-12,1.2092342485288857e-12,-5.176134918042036e-11,-1.9893653292261962e-11,6.427796458145887e-12,-4.1465565573864317e-11,4.311472225614347e-11,1.259796349535156e-11
32,81434,9.852429982970534e-11,2.9277284944640134e-12,1.0535897847370928e-11,-3.7896177033464545e-11,-4.631756687701861e-12,2.3525981257507136e-11,1.0554344341830985e-12,2.18488998522278e-11,-2.5804608477532387e-11,2.554526410466994e-12,9.400239184072311e-12,-1.2523858035780767e-11,1.6366564826847706e-11,5.173812554994397e-12,-8.383499324804628e-13,3.0739692007067255e-11,-6.407813400187936e-13,4.819605823067659e-12,1.696839751381718e-11,-1.3593129573016336e-11,-1.999161784409016e-11,-3.028454300954706e-11,3.0878273106070254e-11,-4.66582858227086e-11,-2.4949776333568762e-11,-7.941759055307851e-12,-3.4514846300680215e-11,6.171054382316241e-11,1.3342674564851334e-11,4.5883866402490844e-11,-3.7872647195622674e-11,-4.314004140972211e-12,2.260301778990089e-11,1.1222520454652392e-11,3.8292697723198546e-11,2.1615402715196595e-11,-1.6171946916064079e-12,5.616485787141551e-12,-6.478874808063502e-12,3.0027389727321415e-11,7.579341351356357e-12,9.975398376086535e-12,1.6218591552353038e-11,3.023512413282485e-11,-3.3344189228150694e-11,-3.581310012515561e-11,-5.772213926077787e-12,-5.49326356253601e-11,1.646068932239955e-11,-1.1744639466719941e-11,2.158563385269371e-11
33,79800,9.81938974575769e-11,-1.6499879480693795e-11,1.7809887373864014e-11,4.797109571520381e-11,3.73529860698901e-11,5.015483670568002e-11,-2.2432366499324956e-11,-1.6051987845436513e-11,4.05284962629797e-12,-6.722409006656783e-12,2.2092165379938952e-11,3.302979433745023e-11,-3.392748567515955e-11,2.2634683769958002e-11,-5.97876444605275e-11,2.0618779382336504e-11,-4.655140654910011e-12,2.5757430392390295e-12,1.4072739742802514e-11,-1.2907156605247878e-11,-2.5684163264079494e-12,2.7113445275479093e-11,5.510062986168186e-12,-1.426443309967577e-11,5.082090704842799e-13,3.4239033785840556e-11,2.329964433050382e-11,-1.442467501761818e-11,2.6001699252593894e-11,-1.136743166172939e-11,-1.412993869293319e-11,2.184437019799147e-11,-3.3133786459808407e-12,2.4583408968344532e-11,-1.6740670659343124e-11,-2.563818641104095e-11,-2.131038681806007e-11,2.086613745894549e-11,5.0586151267003e-12,-7.059881465292833e-12,6.3001385995738334e-12,-2.2658223528795493e-11,-1.4522793373400003e-11,-2.0803479750319294e-12,2.6314894718159576e-11,-3.30112186903669e-11,-1.3758407736703582e-11,5.6890644899215326e-11,-4.295276986836986e-12,4.33693847604757e-11,-9.898579049829554e-12
34,78878,9.981748760878872e-11,2.501721318742817e-11,7.211760296504721e-11,-1.2025780815950935e-12,3.132250130936025e-13,3.822220613408278e-12,1.9647324484060567e-11,-1.2917184058591887e-11,-2.7791092411170278e-11,-3.069529902900596e-12,1.0984444139151845e-13,-6.925897308728862e-11,-2.5045730270916443e-11,4.558258493630162e-11,8.452755343630215e-12,2.0397412324914865e-11,8.869547456215916e-12,1.5628003594013668e-11,-1.5747812032613839e-12,2.408811141999383e-12,1.0977050763019066e-11,-1.0724902564413736e-11,7.63322944085937e-12,-3.038621951616944e-11,-6.0570968094501304e-12,-1.2434263374106243e-11,-5.246593841299971e-11,4.781663817316945e-13,-2.854445605646211e-11,2.903388089235237e-11,-6.9529506401577694e-12,1.793024733658331e-11,-7.568097375836859e-12,1.4825009811501953e-11,7.418547537224957e-12,-7.180473156206278e-12,-2.4200687449105797e-11,6.979784639288637e-12,-1.2936440190554532e-11,-1.1617670487985082e-11,-5.41808960169259e-11,2.3531557773831743e-11,1.4147325925393616e-11,3.748014540923702e-11,1.91509322364072e-11,1.2087629313103015e-11,-3.38798625567575e-11,2.988226880624787e-11,1.479408676862185e-11,-1.950372194358959e-12,1.602175890414202e-11
35,78396,9.757572527746561e-11,3.16992526970555e-12,-8.34901204101319e-12,-2.521060286377889e-12,-3.387928902249851e-11,-6.067836657370386e-12,-2.2521291500695267e-11,1.04268889522835e-12,2.695357069242888e-11,-8.67605036632797e-12,1.725685610742552e-11,-1.905637580011406e-11,4.386494129880639e-11,4.6682571598958565e-11,-3.020915635280695e-11,3.6116811169721915e-11,1.3127157975022543e-11,1.5616825137280635e-11,-1.0281535523309454e-11,1.649279355873254e-11,6.742658388375268e-12,2.0386096710251134e-12,4.5904374410965794e-11,-4.6378980997871366e-11,9.567285986104971e-12,1.9585215943312697e-11,1.46058029704576e-11,-1.4380993276011253e-11,1.3613760573913677e-11,-2.6598408800230247e-11,2.1806408003715467e-11,-4.507693521683191e-12,2.958686267250051e-11,-8.479196210244608e-12,-6.565011035634905e-12,8.244848054534146e-12,-2.9951944604556425e-12,-5.175261548432229e-12,-5.824332944877728e-11,2.8419993703185075e-11,2.7950711315772885e-11,1.223637360872952e-11,1.891823200182963e-11,9.558255555698843e-12,-6.817422415734351e-12,3.4564177265006104e-11,1.2362486850377788e-11,4.2843278051020516e-11,3.80183657013233e-12,2.474969685944623e-12,5.3671868013313006e-11
36,80037,9.841771841934133e-11,1.4260396640674782e-11,-2.46725185577413e-12,-5.5518331757337015e-11,-1.1899228177333947e-11,4.23751589768922e-12,-1.567293218588185e-11,2.361990439183378e-11,4.652849679600762e-11,1.2833731849866315e-11,-1.95687261459568e-11,-3.704532177640762e-13,-5.082066151779085e-12,2.4884659247025577e-11,2.3551260595502273e-11,2.9459656818793934e-11,-8.29629961008471e-11,1.4780723140319998e-11,1.5256713539068115e-11,9.037810282026035e-12,1.0288878022968603e-11,2.2079370025003067e-11,4.961565381052514e-12,-2.3920873156188288e-11,6.137190569251079e-12,-8.055296967992936e-12,2.5459067157994556e-11,1.155621046956886e-11,3.227617863811767e-11,1.1641864938280696e-11,-2.3246690332568252e-11,-3.857570357557861e-11,9.482367134020826e-12,2.952224735181727e-11,-1.4448748047666873e-11,-1.5402409992811902e-11,-2.845142418093453e-11,-1.3079068862174993e-12,5.06022321959396e-12,-5.5907392807227615e-12,-2.7704460533068724e-11,-2.814073450713528e-11,5.204461251639386e-12,1.718143617651772e-11,4.9275025749455776e-11,1.9150099835970058e-11,-1.1364679385733293e-11,2.4295378434245585e-12,-3.392676744859919e-11,-1.3362443245755645e-11,1.1031120896331656e-11
37,78919,9.46411837787764e-11,2.8130347146112166e-11,3.2322767951257704e-11,-1.0517332539953018e-11,1.672267047929293e-11,-7.083265305482473e-12,-1.08704329183784e-11,-3.901959103153989e-12,1.887951985553331e-11,3.931177124356092e-12,1.7890814596707906e-11,-1.370717488688109e-11,-2.1593505026890967e-11,1.2271966406740659e-11,-8.726241368511735e-12,1.296476393381314e-11,1.0812307604381363e-11,1.041437102558906e-11,6.232534616558925e-11,1.0504633308287956e-11,1.555795549900858e-11,3.33757822459826e-11,1.0339375695548306e-11,-3.726822433095129e-11,-1.5639829366788455e-11,-1.7505999816223794e-11,-7.587930410022186e-12,2.4403170393784024e-11,5.6607780427492834e-12,-1.7816829023052778e-12,4.077102661791282e-12,-2.6071896644220872e-11,2.3407035069323704e-11,-2.3744678532115148e-11,2.125274333695455e-11,3.137289651598214e-11,-2.6290221533832975e-11,3.8232540681951814e-11,1.0148988418933674e-11,-1.3815009617599746e-11,-5.536117393850295e-11,-2.60831350752044e-11,-1.2318563116178496e-11,-2.1395808113371748e-11,4.40330744265647e-12,-2.6281361445753883e-11,1.4861603850912882e-11,-7.112523056565371e-12,-5.745891038468324e-11,1.1868717721614777e-11,3.2518717542669247e-11
38,81108,9.381340149161588e-11,-5.843652416806043e-12,6.759160213549592e-11,2.869421703960698e-11,-2.039400023084963e-11,-3.5458213368192056e-12,1.3433751936543453e-12,-1.801225920861524e-11,1.2014236650388594e-11,1.1632275343744443e-11,-1.0200804984914336e-11,-3.0653406855542526e-12,-1.107137232761695e-11,-2.6449903949251984e-11,2.0614986599867855e-12,7.084029605699671e-12,1.2990414140961734e-11,-4.268612675685219e-11,-3.7673020522885573e-11,2.0221567429826306e-11,1.462893786805439e-11,2.451265012857155e-11,3.201549699083619e-11,-3.8661263056382897e-11,-2.8860635563615242e-11,3.721604925773208e-13,5.670274919832735e-11,-3.6569784533029203e-11,-3.75924303915041e-11,8.62083128556295e-12,3.0284498875342056e-14,3.388590376262652e-12,-2.7258050596993774e-11,2.8158467901757365e-11,-2.515720483035841e-11,-8.262836811311254e-12,1.1610969865285325e-11,1.1498005819414077e-11,1.4571981448079606e-11,-1.5120974171839203e-11,-3.951933505369696e-12,-2.7507703428155757e-11,-3.847931526606053e-12,-4.3257010669796005e-12,-3.226674574797126e-11,-2.872475193932032e-13,5.050249848564094e-12,-1.4000708006678383e-11,-5.483243556428576e-13,2.814891658389243e-11,-1.4408066631611107e-11
39,76711,8.324407829718439e-11,-1.0257371772913181e-11,1.7008279714547467e-11,1.8307738407990166e-11,-1.1628423800327697e-11,7.372863525850236e-12,-4.1576058171852097e-11,1.4620012360904492e-11,7.321635335533254e-13,3.340768481039019e-11,-1.5921385559010348e-11,-1.1959345739945143e-11,-1.9175048143328754e-11,2.524139923009693e-11,2.5222891413487897e-11,2.1468905961938706e-11,-1.3551374219742865e-11,-3.1027977849774576e-11,2.187425932884706e-11,3.8906784711281845e-11,-5.59133752822988e-11,7.291913406418685e-12,4.940463281397972e-12,3.099930189796569e-11,-4.993197658700731e-12,-5.1687097577186e-12,-2.5621257446027577e-12,8.030753539949294e-12,-1.1916433676355805e-11,8.294685380838548e-12,-2.2834505350695315e-11,-1.4288876529959012e-11,1.508027884738565e-11,-1.0670803211444689e-11,2.2592202339848257e-11,2.753503203153057e-12,8.550382373780585e-12,2.5341216933775744e-11,6.340698488041266e-12,-3.6355479034323393e-12,-1.1180224431498502e-11,5.372161946551282e-12,1.332149695216251e-11,-8.850122103012494e-13,2.9530392481179493e-12,-2.1997734640900203e-11,-6.637819339723745e-12,-2.331839209124113e-11,-1.499662255913867e-11,-5.863150630807555e-11,1.0606729552649069e-11
40,79471,9.286837965305494e-11,2.7102891076212755e-13,-3.2975710304188192e-12,4.790298062083e-11,1.1214689301910025e-11,-2.2489260775662942e-11,2.2915251075734565e-11,3.158148371695917e-11,2.7836676648556717e-12,-6.030326176807035e-12,-8.953016720159444e-12,-1.3595868091131927e-11,1.468378976645484e-11,2.0568326782324963e-11,-3.51712130156036e-13,5.5530537891715106e-11,-2.151656069837011e-11,-2.2573817774639825e-11,-3.1631725779303734e-11,5.831025463564557e-12,3.625764973288047e-11,-3.241315293759489e-12,-1.2301648923285461e-11,-6.272908475102565e-12,3.146251115582646e-11,-3.3586423202272886e-11,-1.507345878633011e-11,-3.1669474245399616e-12,-2.3810973705956185e-11,-3.511267670567678e-11,6.156657636816136e-12,1.8668156432352388e-11,6.096705837891889e-12,4.822128232269779e-11,-3.6508411946212684e-11,8.230500489094882e-12,-6.297310931301488e-12,3.043129412266155e-13,-4.777606473639221e-12,1.8017441957259322e-11,1.204105727076637e-11,-2.2839873279719053e-11,-1.9953692291289337e-11,5.836653991525124e-12,1.2031509068492165e-12,1.458711848989404e-11,2.8416346405101563e-11,-5.126398514154452e-11,2.8046961095524797e-11,-1.133757555188747e-11,2.4130820756453116e-11
41,79214,9.811573775664328e-11,-2.0542338800751384e-11,-1.8398889026957966e-11,3.795581729372567e-11,1.742347959792633e-11,3.380375950019145e-11,2.615175603385052e-11,-8.3883468393651e-12,1.0736108727976873e-11,2.2306135944500954e-11,8.928636061323613e-12,1.887235820619438e-11,-7.177403980297574e-12,-8.907347275078712e-12,4.3423528411402043e-11,2.0154329859936016e-11,2.4636203015579863e-12,-2.6565774906590567e-11,1.0034932709273616e-11,1.1123024518102519e-11,-1.3463543894249768e-14,-2.181151272038518e-12,3.6719830763937545e-11,5.6078146406971845e-11,3.2646862365367075e-12,-1.1879276767087394e-11,3.1650007717191175e-11,3.6644450985929825e-12,3.291495121399544e-11,-1.4139654344068254e-11,-1.6906120257518342e-11,-5.074536205182268e-11,1.2748174448901891e-11,3.477612071737726e-11,-1.3529483527722758e-11,4.668675202411552e-11,2.3278319123858084e-11,-6.692980801202646e-11,-3.618591770273372e-12,-1.0412265866539409e-11,-1.4408573616823121e-11,6.917679485687192e-12,8.270038757580447e-12,-2.7360808511240313e-12,2.76661012482123e-11,-1.870199154694605e-11,-1.0508072977061988e-11,1.0408729060997214e-12,-1.7362378132394233e-11,2.530254428737551e-11,-9.34815269492378e-12
42,81842,9.544764978386411e-11,-6.95656974764723e-11,-2.0320142202357085e-11,6.321366508290185e-11,-3.566626570819005e-12,3.737456439465124e-11,-1.2825187819087687e-11,-1.1325618858046985e-11,6.124639146792854e-11,-4.467460657699692e-12,2.2335271249466058e-11,-6.271031876082969e-12,-3.1973247628591266e-11,1.5921247070737627e-11,-1.3784492303472146e-11,9.725847740672547e-14,-1.010209955677338e-11,-2.3700419304019645e-11,3.522319720228767e-11,2.4941152346347905e-11,4.627773438057711e-12,-3.442451400535093e-11,5.408745496694238e-12,-2.583258435937024e-11,1.241348447374957e-11,4.5149240568199925e-12,1.718103815041467e-11,-4.4038707981479434e-11,2.400561251018107e-11,-3.0363341504534144e-11,-1.4196621204063389e-11,-1.2841485705637726e-11,6.646163770881418e-12,-1.2222200688836666e-11,-8.704929839183858e-12,3.238440661981701e-15,2.512967663339065e-11,-7.299699065149407e-12,1.2425565989890241e-11,2.351200081137772e-11,1.6675198786974666e-11,2.2066452282243122e-12,8.707929793360155e-12,-4.9499106607964016e-12,7.618802923079976e-12,-2.762215767470355e-11,-4.832443607603515e-13,7.064123358022492e-12,-6.30984170113787e-12,2.6472366881078017e-12,-8.777625871337225e-12
43,79819,9.236744702434407e-11,4.5095754984658957e-11,2.254535592981521e-12,-1.0630816970026493e-11,-4.205424880076169e-11,-2.3443546285661574e-12,2.1243168514082963e-11,-4.9161275644666374e-12,1.5173826037178488e-11,1.4429719359191962e-11,6.65877211743167e-11,-1.2142098942481656e-11,1.1324859467074526e-12,1.7854743998162057e-11,-5.849006992844913e-12,2.1937310682324074e-11,5.359280025830793e-12,-1.8426871024961423e-11,-1.4402328560352629e-11,1.3626640259371355e-12,-9.285706668110088e-13,-7.1501205111190144e-12,2.3034925656315102e-11,3.9281743408332537e-11,2.2001308407527163e-11,3.884821709807139e-12,9.067499639196436e-12,-4.846581751261691e-11,-3.1946472449664686e-12,5.2110008889536605e-12,1.3210956610042806e-11,2.3939196373045158e-11,-1.0751434101226718e-11,4.2895167365954035e-13,1.5389047771825955e-11,-5.097584133237845e-11,9.410867691783894e-12,1.3614310753190115e-11,-2.4928904907591886e-11,1.1704644973268423e-11,-3.725800441424889e-11,5.048890761192387e-12,3.3421753616970855e-13,1.920896314962998e-11,1.3356900616516817e-11,4.562717447928963e-11,9.116455441236725e-13,2.0428501436497214e-11,1.1995210580387024e-11,3.2306706689218345e-11,1.880119287377717e-11
